poi_id,name,name_en,category,city,country,location,address,osm_tags,osm_id,osm_type,raw_data,_ingestion_timestamp,_city,_category,_source,_layer,rating,review_count,google_place_id,types,_collected_at,_batch,_job_id,_city_tier,_grid_point,_grid_center,_retry_batch
mock_hanoi_restaurant_10,Com Tam Cali 11,Com Tam Cali 11,restaurant,hanoi,VN,"{'lat': 21.026399, 'lng': 105.842642}","8 Tran Hung Dao, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",1098625.0,node,"{'type': 'node', 'id': 4710833, 'lat': 21.026399, 'lon': 105.842642, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Com Tam Cali 11'}}",2026-05-09T16:53:48.567465,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_11,Banh Xeo 12,Banh Xeo 12,restaurant,hanoi,VN,"{'lat': 21.004969, 'lng': 105.824263}","160 Tran Hung Dao, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",8410315.0,node,"{'type': 'node', 'id': 6108522, 'lat': 21.004969, 'lon': 105.824263, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Banh Xeo 12'}}",2026-05-09T16:53:48.567472,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_12,Com Tam Cali 13,Com Tam Cali 13,restaurant,hanoi,VN,"{'lat': 21.008897, 'lng': 105.848987}","182 Tran Hung Dao, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",3776724.0,node,"{'type': 'node', 'id': 2353637, 'lat': 21.008897, 'lon': 105.848987, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Com Tam Cali 13'}}",2026-05-09T16:53:48.567479,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_13,Bun Cha Ha Noi 14,Bun Cha Ha Noi 14,restaurant,hanoi,VN,"{'lat': 21.008111, 'lng': 105.847235}","133 Nguyen Hue, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",1294876.0,node,"{'type': 'node', 'id': 5126106, 'lat': 21.008111, 'lon': 105.847235, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Bun Cha Ha Noi 14'}}",2026-05-09T16:53:48.567485,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_14,Bun Cha Ha Noi 15,Bun Cha Ha Noi 15,restaurant,hanoi,VN,"{'lat': 21.01239, 'lng': 105.805919}","12 Le Loi, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",4208393.0,node,"{'type': 'node', 'id': 4223948, 'lat': 21.01239, 'lon': 105.805919, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Bun Cha Ha Noi 15'}}",2026-05-09T16:53:48.567492,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_15,Lau De 16,Lau De 16,restaurant,hanoi,VN,"{'lat': 21.045472, 'lng': 105.829658}","79 Nguyen Hue, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",1561686.0,node,"{'type': 'node', 'id': 2189249, 'lat': 21.045472, 'lon': 105.829658, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Lau De 16'}}",2026-05-09T16:53:48.567500,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_16,Bun Cha Ha Noi 17,Bun Cha Ha Noi 17,restaurant,hanoi,VN,"{'lat': 21.019034, 'lng': 105.861154}","99 Le Loi, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",8266802.0,node,"{'type': 'node', 'id': 1485443, 'lat': 21.019034, 'lon': 105.861154, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Bun Cha Ha Noi 17'}}",2026-05-09T16:53:48.567507,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_17,Pho Gia Truyen 18,Pho Gia Truyen 18,restaurant,hanoi,VN,"{'lat': 21.04155, 'lng': 105.827236}","86 Nguyen Hue, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",5302221.0,node,"{'type': 'node', 'id': 2524150, 'lat': 21.04155, 'lon': 105.827236, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Pho Gia Truyen 18'}}",2026-05-09T16:53:48.567515,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_18,Banh Xeo 19,Banh Xeo 19,restaurant,hanoi,VN,"{'lat': 21.021898, 'lng': 105.842468}","65 Nguyen Hue, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",8701900.0,node,"{'type': 'node', 'id': 8222846, 'lat': 21.021898, 'lon': 105.842468, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Banh Xeo 19'}}",2026-05-09T16:53:48.567522,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_19,Lau De 20,Lau De 20,restaurant,hanoi,VN,"{'lat': 21.013172, 'lng': 105.831151}","64 Le Loi, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",5751789.0,node,"{'type': 'node', 'id': 9046178, 'lat': 21.013172, 'lon': 105.831151, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Lau De 20'}}",2026-05-09T16:53:48.567528,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_20,Lau De 21,Lau De 21,restaurant,hanoi,VN,"{'lat': 21.022792, 'lng': 105.830506}","111 Nguyen Hue, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",1706605.0,node,"{'type': 'node', 'id': 5892270, 'lat': 21.022792, 'lon': 105.830506, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Lau De 21'}}",2026-05-09T16:53:48.567535,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_21,Bun Cha Ha Noi 22,Bun Cha Ha Noi 22,restaurant,hanoi,VN,"{'lat': 21.015082, 'lng': 105.858768}","153 Le Loi, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",8049671.0,node,"{'type': 'node', 'id': 8950263, 'lat': 21.015082, 'lon': 105.858768, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Bun Cha Ha Noi 22'}}",2026-05-09T16:53:48.567542,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_22,Com Tam Cali 23,Com Tam Cali 23,restaurant,hanoi,VN,"{'lat': 21.004813, 'lng': 105.83596}","23 Le Loi, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",3898281.0,node,"{'type': 'node', 'id': 2486613, 'lat': 21.004813, 'lon': 105.83596, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Com Tam Cali 23'}}",2026-05-09T16:53:48.567550,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_23,Pho Gia Truyen 24,Pho Gia Truyen 24,restaurant,hanoi,VN,"{'lat': 21.02507, 'lng': 105.848726}","82 Tran Hung Dao, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",3340298.0,node,"{'type': 'node', 'id': 9036821, 'lat': 21.02507, 'lon': 105.848726, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Pho Gia Truyen 24'}}",2026-05-09T16:53:48.567557,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_restaurant_24,Bun Cha Ha Noi 25,Bun Cha Ha Noi 25,restaurant,hanoi,VN,"{'lat': 21.033963, 'lng': 105.812336}","199 Tran Hung Dao, Hanoi","{'amenity': 'restaurant', 'cuisine': 'vietnamese'}",1406288.0,node,"{'type': 'node', 'id': 7759100, 'lat': 21.033963, 'lon': 105.812336, 'tags': {'amenity': 'restaurant', 'cuisine': 'vietnamese', 'name': 'Bun Cha Ha Noi 25'}}",2026-05-09T16:53:48.567563,hanoi,restaurant,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_0,The Coffee House 1,The Coffee House 1,cafe,hanoi,VN,"{'lat': 21.034182, 'lng': 105.824458}","171 Le Loi, Hanoi",{'amenity': 'cafe'},2583963.0,node,"{'type': 'node', 'id': 5908507, 'lat': 21.034182, 'lon': 105.824458, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 1'}}",2026-05-09T16:53:48.585923,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_1,Trung Nguyen 2,Trung Nguyen 2,cafe,hanoi,VN,"{'lat': 21.013964, 'lng': 105.851106}","178 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},5452723.0,node,"{'type': 'node', 'id': 2129313, 'lat': 21.013964, 'lon': 105.851106, 'tags': {'amenity': 'cafe', 'name': 'Trung Nguyen 2'}}",2026-05-09T16:53:48.585937,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_2,Highlands Coffee 3,Highlands Coffee 3,cafe,hanoi,VN,"{'lat': 21.007313, 'lng': 105.833136}","99 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},5940686.0,node,"{'type': 'node', 'id': 4008155, 'lat': 21.007313, 'lon': 105.833136, 'tags': {'amenity': 'cafe', 'name': 'Highlands Coffee 3'}}",2026-05-09T16:53:48.585946,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_3,The Coffee House 4,The Coffee House 4,cafe,hanoi,VN,"{'lat': 21.00631, 'lng': 105.835665}","14 Le Loi, Hanoi",{'amenity': 'cafe'},7317230.0,node,"{'type': 'node', 'id': 9811651, 'lat': 21.00631, 'lon': 105.835665, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 4'}}",2026-05-09T16:53:48.585953,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_4,Highlands Coffee 5,Highlands Coffee 5,cafe,hanoi,VN,"{'lat': 21.057159, 'lng': 105.862726}","19 Le Loi, Hanoi",{'amenity': 'cafe'},3239460.0,node,"{'type': 'node', 'id': 8718446, 'lat': 21.057159, 'lon': 105.862726, 'tags': {'amenity': 'cafe', 'name': 'Highlands Coffee 5'}}",2026-05-09T16:53:48.585960,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_5,The Coffee House 6,The Coffee House 6,cafe,hanoi,VN,"{'lat': 21.023315, 'lng': 105.829921}","95 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},6711013.0,node,"{'type': 'node', 'id': 7259663, 'lat': 21.023315, 'lon': 105.829921, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 6'}}",2026-05-09T16:53:48.585967,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_6,Trung Nguyen 7,Trung Nguyen 7,cafe,hanoi,VN,"{'lat': 21.013909, 'lng': 105.843525}","56 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},7944003.0,node,"{'type': 'node', 'id': 1760986, 'lat': 21.013909, 'lon': 105.843525, 'tags': {'amenity': 'cafe', 'name': 'Trung Nguyen 7'}}",2026-05-09T16:53:48.585973,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_7,Starbucks 8,Starbucks 8,cafe,hanoi,VN,"{'lat': 21.038775, 'lng': 105.832852}","29 Le Loi, Hanoi",{'amenity': 'cafe'},4338480.0,node,"{'type': 'node', 'id': 7832619, 'lat': 21.038775, 'lon': 105.832852, 'tags': {'amenity': 'cafe', 'name': 'Starbucks 8'}}",2026-05-09T16:53:48.585980,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_8,The Coffee House 9,The Coffee House 9,cafe,hanoi,VN,"{'lat': 21.0297, 'lng': 105.812137}","91 Le Loi, Hanoi",{'amenity': 'cafe'},7475629.0,node,"{'type': 'node', 'id': 9664722, 'lat': 21.0297, 'lon': 105.812137, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 9'}}",2026-05-09T16:53:48.585987,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_9,Trung Nguyen 10,Trung Nguyen 10,cafe,hanoi,VN,"{'lat': 20.999405, 'lng': 105.848189}","170 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},5068286.0,node,"{'type': 'node', 'id': 6476339, 'lat': 20.999405, 'lon': 105.848189, 'tags': {'amenity': 'cafe', 'name': 'Trung Nguyen 10'}}",2026-05-09T16:53:48.585995,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_10,Starbucks 11,Starbucks 11,cafe,hanoi,VN,"{'lat': 21.029844, 'lng': 105.835873}","53 Le Loi, Hanoi",{'amenity': 'cafe'},6491464.0,node,"{'type': 'node', 'id': 3813024, 'lat': 21.029844, 'lon': 105.835873, 'tags': {'amenity': 'cafe', 'name': 'Starbucks 11'}}",2026-05-09T16:53:48.586001,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_11,The Coffee House 12,The Coffee House 12,cafe,hanoi,VN,"{'lat': 21.023179, 'lng': 105.824224}","145 Le Loi, Hanoi",{'amenity': 'cafe'},1700496.0,node,"{'type': 'node', 'id': 2064907, 'lat': 21.023179, 'lon': 105.824224, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 12'}}",2026-05-09T16:53:48.586007,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_12,Cong Caphe 13,Cong Caphe 13,cafe,hanoi,VN,"{'lat': 21.057174, 'lng': 105.827025}","130 Nguyen Hue, Hanoi",{'amenity': 'cafe'},3318632.0,node,"{'type': 'node', 'id': 4899368, 'lat': 21.057174, 'lon': 105.827025, 'tags': {'amenity': 'cafe', 'name': 'Cong Caphe 13'}}",2026-05-09T16:53:48.586014,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_13,The Coffee House 14,The Coffee House 14,cafe,hanoi,VN,"{'lat': 21.044813, 'lng': 105.847622}","123 Le Loi, Hanoi",{'amenity': 'cafe'},9914490.0,node,"{'type': 'node', 'id': 8510284, 'lat': 21.044813, 'lon': 105.847622, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 14'}}",2026-05-09T16:53:48.586021,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_14,Starbucks 15,Starbucks 15,cafe,hanoi,VN,"{'lat': 21.00795, 'lng': 105.824452}","77 Nguyen Hue, Hanoi",{'amenity': 'cafe'},4883726.0,node,"{'type': 'node', 'id': 1905373, 'lat': 21.00795, 'lon': 105.824452, 'tags': {'amenity': 'cafe', 'name': 'Starbucks 15'}}",2026-05-09T16:53:48.586042,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_15,Highlands Coffee 16,Highlands Coffee 16,cafe,hanoi,VN,"{'lat': 21.031173, 'lng': 105.839071}","128 Le Loi, Hanoi",{'amenity': 'cafe'},4850300.0,node,"{'type': 'node', 'id': 7707177, 'lat': 21.031173, 'lon': 105.839071, 'tags': {'amenity': 'cafe', 'name': 'Highlands Coffee 16'}}",2026-05-09T16:53:48.586049,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_16,Starbucks 17,Starbucks 17,cafe,hanoi,VN,"{'lat': 21.009676, 'lng': 105.821757}","84 Nguyen Hue, Hanoi",{'amenity': 'cafe'},6519633.0,node,"{'type': 'node', 'id': 5879312, 'lat': 21.009676, 'lon': 105.821757, 'tags': {'amenity': 'cafe', 'name': 'Starbucks 17'}}",2026-05-09T16:53:48.586056,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_17,Cong Caphe 18,Cong Caphe 18,cafe,hanoi,VN,"{'lat': 21.043318, 'lng': 105.83193}","168 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},6709806.0,node,"{'type': 'node', 'id': 5999900, 'lat': 21.043318, 'lon': 105.83193, 'tags': {'amenity': 'cafe', 'name': 'Cong Caphe 18'}}",2026-05-09T16:53:48.586062,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_18,Cong Caphe 19,Cong Caphe 19,cafe,hanoi,VN,"{'lat': 21.030041, 'lng': 105.858786}","7 Nguyen Hue, Hanoi",{'amenity': 'cafe'},3225322.0,node,"{'type': 'node', 'id': 5185000, 'lat': 21.030041, 'lon': 105.858786, 'tags': {'amenity': 'cafe', 'name': 'Cong Caphe 19'}}",2026-05-09T16:53:48.586069,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_19,Starbucks 20,Starbucks 20,cafe,hanoi,VN,"{'lat': 21.01922, 'lng': 105.820907}","49 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},2065183.0,node,"{'type': 'node', 'id': 4400621, 'lat': 21.01922, 'lon': 105.820907, 'tags': {'amenity': 'cafe', 'name': 'Starbucks 20'}}",2026-05-09T16:53:48.586075,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_20,The Coffee House 21,The Coffee House 21,cafe,hanoi,VN,"{'lat': 21.009213, 'lng': 105.845093}","48 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},4591166.0,node,"{'type': 'node', 'id': 9417780, 'lat': 21.009213, 'lon': 105.845093, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 21'}}",2026-05-09T16:53:48.586124,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_21,Trung Nguyen 22,Trung Nguyen 22,cafe,hanoi,VN,"{'lat': 21.023999, 'lng': 105.843603}","84 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},6471111.0,node,"{'type': 'node', 'id': 5486168, 'lat': 21.023999, 'lon': 105.843603, 'tags': {'amenity': 'cafe', 'name': 'Trung Nguyen 22'}}",2026-05-09T16:53:48.586136,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_22,Highlands Coffee 23,Highlands Coffee 23,cafe,hanoi,VN,"{'lat': 21.054724, 'lng': 105.837575}","32 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},9543709.0,node,"{'type': 'node', 'id': 4926229, 'lat': 21.054724, 'lon': 105.837575, 'tags': {'amenity': 'cafe', 'name': 'Highlands Coffee 23'}}",2026-05-09T16:53:48.586144,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_23,The Coffee House 24,The Coffee House 24,cafe,hanoi,VN,"{'lat': 21.054579, 'lng': 105.850798}","153 Nguyen Hue, Hanoi",{'amenity': 'cafe'},8708154.0,node,"{'type': 'node', 'id': 7268780, 'lat': 21.054579, 'lon': 105.850798, 'tags': {'amenity': 'cafe', 'name': 'The Coffee House 24'}}",2026-05-09T16:53:48.586152,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_cafe_24,Highlands Coffee 25,Highlands Coffee 25,cafe,hanoi,VN,"{'lat': 21.051397, 'lng': 105.818083}","104 Tran Hung Dao, Hanoi",{'amenity': 'cafe'},7208950.0,node,"{'type': 'node', 'id': 6219104, 'lat': 21.051397, 'lon': 105.818083, 'tags': {'amenity': 'cafe', 'name': 'Highlands Coffee 25'}}",2026-05-09T16:53:48.586159,hanoi,cafe,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_0,Melia Hotel 1,Melia Hotel 1,hotel,hanoi,VN,"{'lat': 21.027307, 'lng': 105.849881}","61 Tran Hung Dao, Hanoi",{'tourism': 'hotel'},9333990.0,node,"{'type': 'node', 'id': 7105505, 'lat': 21.027307, 'lon': 105.849881, 'tags': {'tourism': 'hotel', 'name': 'Melia Hotel 1'}}",2026-05-09T16:53:48.588105,hanoi,hotel,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_1,Sofitel 2,Sofitel 2,hotel,hanoi,VN,"{'lat': 21.004896, 'lng': 105.837756}","116 Le Loi, Hanoi",{'tourism': 'hotel'},9220197.0,node,"{'type': 'node', 'id': 7672066, 'lat': 21.004896, 'lon': 105.837756, 'tags': {'tourism': 'hotel', 'name': 'Sofitel 2'}}",2026-05-09T16:53:48.588118,hanoi,hotel,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_2,Sofitel 3,Sofitel 3,hotel,hanoi,VN,"{'lat': 21.048165, 'lng': 105.845184}","190 Nguyen Hue, Hanoi",{'tourism': 'hotel'},8023836.0,node,"{'type': 'node', 'id': 1002172, 'lat': 21.048165, 'lon': 105.845184, 'tags': {'tourism': 'hotel', 'name': 'Sofitel 3'}}",2026-05-09T16:53:48.588126,hanoi,hotel,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_3,Melia Hotel 4,Melia Hotel 4,hotel,hanoi,VN,"{'lat': 21.04807, 'lng': 105.84316}","104 Le Loi, Hanoi",{'tourism': 'hotel'},2350826.0,node,"{'type': 'node', 'id': 3429352, 'lat': 21.04807, 'lon': 105.84316, 'tags': {'tourism': 'hotel', 'name': 'Melia Hotel 4'}}",2026-05-09T16:53:48.588133,hanoi,hotel,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_4,Pullman Hotel 5,Pullman Hotel 5,hotel,hanoi,VN,"{'lat': 21.034547, 'lng': 105.845782}","110 Tran Hung Dao, Hanoi",{'tourism': 'hotel'},1061865.0,node,"{'type': 'node', 'id': 7667852, 'lat': 21.034547, 'lon': 105.845782, 'tags': {'tourism': 'hotel', 'name': 'Pullman Hotel 5'}}",2026-05-09T16:53:48.588139,hanoi,hotel,mock,bronze,,,,,,,,,,,
mock_hanoi_hotel_5,InterContinental 6,InterContinental 6,hotel,hanoi,VN,"{'lat': 21.027323, 'lng': 105.838016}","151 Nguyen Hue, Hanoi",{'tourism': 'hotel'},5930280.0,node,"{'type': 'node', 'id': 1731178, 'lat': 21.027323, 'lon': 105.838016, 'tags': {'tourism': 'hotel', 'name': 'InterContinental 6'}}",2026-05-09T16:53:48.588146,hanoi,hotel,mock,bronze,,,,,,,,,,,
